Order ID,Customer ID,Product ID,Sales Representative,Order Date,Quantity Sold,Unit Price,Revenue,Discount,Profit,Sales Status
ORD-00236,CUST-0242,PROD-0042,Emily Davis,2023-03-18,14,75.28,1011.71,0.04,131.9,Pending
ORD-00237,CUST-0179,PROD-0036,Emily Davis,2023-02-24,18,608.23,10181.77,0.07,1878.1,Completed
ORD-00238,CUST-0101,PROD-0037,James Anderson,2022-02-20,16,265.69,4080.96,0.04,849.85,Completed
ORD-00239,CUST-0211,PROD-0043,Michael Brown,2022-10-29,16,84.34,1281.99,0.05,138.1,Cancelled
ORD-00240,CUST-0122,PROD-0008,David Wilson,2022-03-25,13,684.91,7835.32,0.12,2887.03,Completed
ORD-00241,CUST-0140,PROD-0025,David Wilson,2023-10-20,13,626.18,7407.76,0.09,1731.43,Refunded
ORD-00242,CUST-0068,PROD-0015,Sarah Johnson,2023-04-22,19,433.11,8064.5,0.02,2626.37,Completed
ORD-00243,CUST-0089,PROD-0035,James Anderson,2023-11-16,19,104.56,1867.45,0.06,220.91,Refunded
ORD-00244,CUST-0176,PROD-0031,John Smith,2023-07-03,8,135.26,952.2,0.12,117.77,Pending
ORD-00245,CUST-0244,PROD-0049,Michael Brown,2022-05-04,6,417.47,1903.64,0.24,652.07,Completed
ORD-00246,CUST-0021,PROD-0044,Sarah Johnson,2023-03-10,5,417.47,1648.99,0.21,292.47,Completed
ORD-00247,CUST-0143,PROD-0026,John Smith,2023-02-02,9,275.06,2153.7,0.13,807.96,Refunded
ORD-00248,CUST-0107,PROD-0010,Sarah Johnson,2022-04-26,19,555.22,8966.82,0.15,3492.12,Completed
ORD-00249,CUST-0200,PROD-0007,David Wilson,2023-07-31,18,215.45,3024.97,0.22,1099.18,Refunded
ORD-00250,CUST-0125,PROD-0037,James Anderson,2023-11-02,2,272.23,522.69,0.04,115.46,Completed
ORD-00251,CUST-0228,PROD-0022,Jessica Martinez,2023-02-10,2,290.96,471.35,0.19,177.35,Completed
ORD-00252,CUST-0210,PROD-0020,Emily Davis,2022-12-12,16,391.13,4943.91,0.21,1510.15,Pending
ORD-00253,CUST-0250,PROD-0048,Sarah Johnson,2022-11-04,11,69.98,715.88,0.07,161.1,Pending
ORD-00254,CUST-0055,PROD-0027,Michael Brown,2023-03-29,17,773.22,10252.92,0.22,3550.64,Completed
ORD-00255,CUST-0182,PROD-0033,Emily Davis,2022-11-15,17,136.45,1809.3,0.22,196.64,Pending
ORD-00256,CUST-0015,PROD-0016,David Wilson,2024-05-07,2,41.35,63.68,0.23,19.83,Cancelled
ORD-00257,CUST-0119,PROD-0033,Ashley Taylor,2024-04-23,4,136.06,451.72,0.17,77.96,Refunded
ORD-00258,CUST-0246,PROD-0031,David Wilson,2022-07-01,12,136.04,1485.6,0.09,521.89,Completed
ORD-00259,CUST-0008,PROD-0025,Emily Davis,2022-10-19,19,584.72,8998.79,0.19,1478.46,Pending
ORD-00260,CUST-0053,PROD-0018,John Smith,2023-11-25,17,80.8,1359.84,0.01,454.31,Refunded
ORD-00261,CUST-0166,PROD-0012,David Wilson,2022-05-16,1,741.01,696.55,0.06,196.78,Cancelled
ORD-00262,CUST-0230,PROD-0025,James Anderson,2023-03-10,15,830.63,11711.87,0.06,2810.96,Completed
ORD-00263,CUST-0131,PROD-0043,David Wilson,2022-01-08,12,95.94,990.11,0.14,275.38,Cancelled
ORD-00264,CUST-0028,PROD-0031,David Wilson,2023-12-02,9,106.93,808.39,0.16,289.77,Cancelled
ORD-00265,CUST-0039,PROD-0034,James Anderson,2022-07-12,2,613.81,982.1,0.2,334.61,Cancelled
ORD-00266,CUST-0036,PROD-0047,James Anderson,2023-11-29,16,428.38,5140.6,0.25,914.14,Refunded
ORD-00267,CUST-0189,PROD-0003,Emily Davis,2023-02-02,19,548.9,8343.33,0.2,1693.28,Refunded
ORD-00268,CUST-0092,PROD-0033,Michael Brown,2023-11-19,6,130.22,617.24,0.21,224.03,Cancelled
ORD-00269,CUST-0121,PROD-0009,Jessica Martinez,2022-04-10,18,863.89,12595.54,0.19,1951.31,Completed
ORD-00270,CUST-0091,PROD-0015,Jessica Martinez,2022-08-16,10,418.18,3721.81,0.11,1362.38,Cancelled
ORD-00271,CUST-0076,PROD-0030,Sarah Johnson,2023-08-23,16,875.03,13860.47,0.01,4023.96,Refunded
ORD-00272,CUST-0129,PROD-0008,Michael Brown,2022-07-19,13,861.75,9746.42,0.13,2182.54,Pending
ORD-00273,CUST-0088,PROD-0027,Michael Brown,2022-07-25,15,846.51,12189.72,0.04,4372.67,Completed
ORD-00274,CUST-0086,PROD-0041,David Wilson,2023-05-15,11,302.3,2793.25,0.16,283.27,Pending
ORD-00275,CUST-0199,PROD-0011,Sarah Johnson,2024-02-19,6,189.95,1002.91,0.12,330.03,Pending
ORD-00276,CUST-0112,PROD-0041,John Smith,2023-09-22,14,243.07,2586.21,0.24,556.02,Pending
ORD-00277,CUST-0096,PROD-0001,Emily Davis,2024-01-19,17,366.81,5923.99,0.05,1795.11,Pending
ORD-00278,CUST-0225,PROD-0023,Michael Brown,2023-12-12,4,83.06,299.02,0.1,82.71,Completed
ORD-00279,CUST-0012,PROD-0020,Jessica Martinez,2024-04-23,15,506.14,6225.55,0.18,1736.37,Refunded
ORD-00280,CUST-0035,PROD-0022,James Anderson,2023-12-05,16,325.86,4744.51,0.09,742.65,Completed
ORD-00281,CUST-0058,PROD-0047,Michael Brown,2022-08-22,7,646.7,3712.05,0.18,1027.9,Completed
ORD-00282,CUST-0183,PROD-0042,John Smith,2023-01-11,13,98.62,1000.02,0.22,176.74,Completed
ORD-00283,CUST-0028,PROD-0042,James Anderson,2023-11-09,2,100.26,166.43,0.17,37.45,Completed
ORD-00284,CUST-0065,PROD-0031,David Wilson,2023-07-15,7,142.44,827.6,0.17,239.25,Refunded
ORD-00285,CUST-0026,PROD-0043,Sarah Johnson,2023-11-09,20,80.78,1373.28,0.15,193.84,Completed
ORD-00286,CUST-0030,PROD-0007,Emily Davis,2022-10-17,20,191.97,3647.52,0.05,652.53,Cancelled
ORD-00287,CUST-0105,PROD-0019,Ashley Taylor,2023-12-22,18,446.16,7067.2,0.12,1147.06,Cancelled
ORD-00288,CUST-0001,PROD-0001,Michael Brown,2022-08-29,4,337.41,1066.21,0.21,320.62,Completed
ORD-00289,CUST-0131,PROD-0005,Ashley Taylor,2024-03-09,4,138.16,425.53,0.23,124.81,Cancelled
ORD-00290,CUST-0119,PROD-0004,Jessica Martinez,2022-09-28,6,44.14,206.56,0.22,73.47,Cancelled
ORD-00291,CUST-0190,PROD-0008,Michael Brown,2023-03-13,2,617.43,1234.85,0.0,174.75,Cancelled
ORD-00292,CUST-0229,PROD-0029,Jessica Martinez,2023-01-02,9,915.87,6429.43,0.22,822.23,Pending
ORD-00293,CUST-0103,PROD-0026,Ashley Taylor,2022-04-27,9,321.9,2288.69,0.21,702.56,Refunded
ORD-00294,CUST-0227,PROD-0011,Sarah Johnson,2023-10-27,2,153.79,230.68,0.25,81.5,Refunded
ORD-00295,CUST-0124,PROD-0037,John Smith,2023-08-28,6,279.9,1427.48,0.15,476.42,Pending
ORD-00296,CUST-0236,PROD-0032,Jessica Martinez,2023-05-10,14,297.49,3706.73,0.11,441.1,Completed
ORD-00297,CUST-0223,PROD-0044,Jessica Martinez,2023-12-23,19,433.75,6757.83,0.18,1129.88,Completed
ORD-00298,CUST-0170,PROD-0047,Michael Brown,2023-03-20,12,479.15,4772.38,0.17,1395.55,Completed
ORD-00299,CUST-0165,PROD-0011,Sarah Johnson,2022-01-12,16,184.43,2331.15,0.21,841.14,Refunded
ORD-00300,CUST-0062,PROD-0022,James Anderson,2022-11-25,2,322.89,561.83,0.13,148.97,Refunded
ORD-00301,CUST-0061,PROD-0006,Ashley Taylor,2024-04-16,19,536.53,9072.66,0.11,3238.73,Cancelled
ORD-00302,CUST-0128,PROD-0048,John Smith,2022-05-02,4,76.37,274.95,0.1,30.45,Completed
ORD-00303,CUST-0155,PROD-0040,Ashley Taylor,2024-03-21,17,33.49,489.68,0.14,145.13,Cancelled
ORD-00304,CUST-0212,PROD-0004,Ashley Taylor,2023-01-08,15,60.3,832.19,0.08,274.81,Cancelled
ORD-00305,CUST-0116,PROD-0008,David Wilson,2024-01-04,8,618.2,4945.57,0.0,1021.47,Cancelled
ORD-00306,CUST-0028,PROD-0003,James Anderson,2023-12-20,16,619.5,9515.57,0.04,2997.95,Completed
ORD-00307,CUST-0157,PROD-0013,Emily Davis,2022-09-18,13,477.93,5902.47,0.05,2050.32,Cancelled
ORD-00308,CUST-0194,PROD-0027,Ashley Taylor,2022-04-21,19,566.55,10441.46,0.03,3837.51,Pending
ORD-00309,CUST-0002,PROD-0034,Ashley Taylor,2023-05-26,18,606.96,8412.5,0.23,2958.21,Pending
ORD-00310,CUST-0149,PROD-0012,Jessica Martinez,2023-12-10,5,780.0,3783.01,0.03,1124.52,Refunded
ORD-00311,CUST-0156,PROD-0045,David Wilson,2023-03-05,9,230.62,1868.02,0.1,378.94,Refunded
ORD-00312,CUST-0035,PROD-0009,Jessica Martinez,2024-04-04,17,754.77,11932.91,0.07,3704.55,Pending
ORD-00313,CUST-0054,PROD-0040,Michael Brown,2022-07-25,12,34.53,319.01,0.23,44.6,Cancelled
ORD-00314,CUST-0030,PROD-0049,James Anderson,2023-12-29,16,399.94,5439.21,0.15,2082.14,Cancelled
ORD-00315,CUST-0217,PROD-0028,John Smith,2024-06-17,17,225.43,3717.3,0.03,796.47,Completed
ORD-00316,CUST-0069,PROD-0049,John Smith,2022-07-24,10,478.38,3970.53,0.17,571.47,Cancelled
ORD-00317,CUST-0193,PROD-0035,Emily Davis,2022-07-28,15,86.99,1265.68,0.03,456.16,Refunded
ORD-00318,CUST-0131,PROD-0045,Jessica Martinez,2022-09-01,2,188.82,290.79,0.23,62.89,Completed
ORD-00319,CUST-0191,PROD-0017,Jessica Martinez,2022-01-14,15,720.09,8533.01,0.21,3186.62,Pending
ORD-00320,CUST-0186,PROD-0013,Michael Brown,2024-03-05,6,502.86,2262.86,0.25,276.84,Completed
ORD-00321,CUST-0011,PROD-0028,David Wilson,2023-01-22,9,180.67,1577.26,0.03,434.06,Completed
ORD-00322,CUST-0120,PROD-0046,John Smith,2022-12-05,2,189.36,363.58,0.04,71.55,Cancelled
ORD-00323,CUST-0203,PROD-0037,Emily Davis,2023-05-18,3,265.74,637.78,0.2,124.6,Pending
ORD-00324,CUST-0018,PROD-0033,Emily Davis,2023-06-18,18,121.72,1906.12,0.13,243.19,Pending
ORD-00325,CUST-0085,PROD-0022,Ashley Taylor,2023-11-11,7,253.3,1347.56,0.24,384.71,Completed
ORD-00326,CUST-0172,PROD-0023,John Smith,2022-04-28,20,88.17,1357.89,0.23,235.12,Cancelled
ORD-00327,CUST-0235,PROD-0008,Jessica Martinez,2023-01-26,18,709.42,10471.1,0.18,1124.72,Refunded
ORD-00328,CUST-0012,PROD-0019,Sarah Johnson,2023-05-14,7,609.35,3924.19,0.08,489.36,Pending
ORD-00329,CUST-0138,PROD-0035,Emily Davis,2024-03-02,3,85.84,244.64,0.05,70.67,Refunded
ORD-00330,CUST-0027,PROD-0014,Michael Brown,2024-05-05,14,159.9,1880.4,0.16,718.17,Completed
ORD-00331,CUST-0184,PROD-0022,Sarah Johnson,2023-04-16,3,216.42,642.77,0.01,217.43,Pending
ORD-00332,CUST-0105,PROD-0025,Sarah Johnson,2022-09-22,13,707.83,8189.57,0.11,860.46,Completed
ORD-00333,CUST-0185,PROD-0040,Jessica Martinez,2023-10-19,19,25.78,484.98,0.01,171.91,Completed
ORD-00334,CUST-0202,PROD-0044,James Anderson,2022-10-24,3,393.06,1096.63,0.07,414.53,Refunded
ORD-00335,CUST-0170,PROD-0002,David Wilson,2024-04-21,18,555.9,9505.93,0.05,3080.17,Pending
ORD-00336,CUST-0174,PROD-0047,Sarah Johnson,2022-11-02,1,570.03,490.23,0.14,130.66,Completed
ORD-00337,CUST-0147,PROD-0039,Jessica Martinez,2022-01-06,18,559.11,7648.68,0.24,1464.01,Pending
ORD-00338,CUST-0232,PROD-0042,David Wilson,2023-02-27,5,100.83,483.99,0.04,80.46,Pending
ORD-00339,CUST-0047,PROD-0043,Ashley Taylor,2022-04-28,2,90.27,142.63,0.21,54.16,Completed
ORD-00340,CUST-0172,PROD-0005,Jessica Martinez,2022-10-25,7,112.84,647.73,0.18,159.44,Cancelled
ORD-00341,CUST-0172,PROD-0042,Jessica Martinez,2022-05-12,10,77.86,661.85,0.15,244.91,Refunded
ORD-00342,CUST-0085,PROD-0040,Jessica Martinez,2023-04-07,19,33.79,616.28,0.04,166.43,Refunded
ORD-00343,CUST-0002,PROD-0021,David Wilson,2022-06-22,8,340.49,2233.61,0.18,652.78,Cancelled
ORD-00344,CUST-0174,PROD-0047,David Wilson,2022-05-18,16,498.04,7012.37,0.12,1455.93,Refunded
ORD-00345,CUST-0028,PROD-0012,Michael Brown,2023-07-19,3,754.4,1787.92,0.21,639.39,Pending
ORD-00346,CUST-0188,PROD-0041,John Smith,2022-09-27,3,205.55,480.98,0.22,170.69,Refunded
ORD-00347,CUST-0152,PROD-0014,Ashley Taylor,2024-02-27,18,184.5,3088.6,0.07,1137.21,Pending
ORD-00348,CUST-0101,PROD-0015,Ashley Taylor,2023-01-10,19,441.85,6883.99,0.18,1289.37,Completed
ORD-00349,CUST-0094,PROD-0033,Michael Brown,2023-02-11,8,112.74,712.51,0.21,243.65,Pending
ORD-00350,CUST-0041,PROD-0012,Ashley Taylor,2023-04-02,19,730.53,11659.18,0.16,4550.82,Cancelled
ORD-00351,CUST-0057,PROD-0049,Emily Davis,2022-02-11,3,424.45,1184.22,0.07,201.56,Cancelled
ORD-00352,CUST-0121,PROD-0030,David Wilson,2023-02-02,2,884.83,1327.25,0.25,261.76,Cancelled
ORD-00353,CUST-0140,PROD-0037,Sarah Johnson,2023-08-16,13,224.2,2652.3,0.09,785.08,Cancelled
ORD-00354,CUST-0250,PROD-0015,Ashley Taylor,2023-01-21,12,381.55,3662.92,0.2,745.44,Completed
ORD-00355,CUST-0226,PROD-0009,Emily Davis,2023-05-29,8,763.8,5988.18,0.02,1754.79,Pending
ORD-00356,CUST-0041,PROD-0024,Jessica Martinez,2022-07-11,4,67.81,225.12,0.17,50.51,Completed
ORD-00357,CUST-0173,PROD-0031,John Smith,2023-05-09,19,130.04,2371.93,0.04,830.2,Pending
ORD-00358,CUST-0033,PROD-0037,Michael Brown,2022-02-14,5,270.4,1135.68,0.16,126.92,Completed
ORD-00359,CUST-0067,PROD-0012,John Smith,2022-06-20,13,715.54,7906.71,0.15,2127.55,Cancelled
ORD-00360,CUST-0056,PROD-0029,James Anderson,2022-03-29,16,802.36,10013.39,0.22,1513.72,Pending
ORD-00361,CUST-0150,PROD-0050,Jessica Martinez,2024-03-24,17,67.94,1074.14,0.07,340.78,Refunded
ORD-00362,CUST-0152,PROD-0005,James Anderson,2023-09-03,13,111.73,1408.88,0.03,147.89,Pending
ORD-00363,CUST-0025,PROD-0012,Sarah Johnson,2023-09-13,20,703.25,11955.24,0.15,4343.65,Completed
ORD-00364,CUST-0169,PROD-0009,James Anderson,2023-05-09,18,917.45,13046.12,0.21,4815.2,Refunded
ORD-00365,CUST-0224,PROD-0003,James Anderson,2023-01-15,14,574.69,7562.87,0.06,2576.59,Cancelled
ORD-00366,CUST-0206,PROD-0048,Ashley Taylor,2023-08-27,19,84.12,1566.26,0.02,219.53,Pending
ORD-00367,CUST-0022,PROD-0019,John Smith,2024-05-29,18,543.0,8796.68,0.1,1378.5,Completed
ORD-00368,CUST-0002,PROD-0025,James Anderson,2023-06-17,11,770.21,7625.05,0.1,1006.32,Cancelled
ORD-00369,CUST-0219,PROD-0035,James Anderson,2022-09-25,12,105.0,1071.01,0.15,425.77,Pending
ORD-00370,CUST-0142,PROD-0036,David Wilson,2023-02-28,12,551.73,5693.89,0.14,1395.73,Cancelled
ORD-00371,CUST-0181,PROD-0026,Michael Brown,2024-03-03,4,296.03,959.15,0.19,224.42,Completed
ORD-00372,CUST-0131,PROD-0026,John Smith,2022-08-08,18,301.78,4617.19,0.15,1409.95,Pending
ORD-00373,CUST-0247,PROD-0041,James Anderson,2023-02-03,3,197.98,469.21,0.21,113.31,Completed
ORD-00374,CUST-0068,PROD-0015,James Anderson,2022-03-07,20,358.16,7091.54,0.01,1526.79,Cancelled
ORD-00375,CUST-0247,PROD-0039,Emily Davis,2023-12-30,6,475.51,2396.58,0.16,555.27,Cancelled
ORD-00376,CUST-0009,PROD-0039,Jessica Martinez,2022-07-19,8,588.04,3998.67,0.15,1208.43,Pending
ORD-00377,CUST-0001,PROD-0011,James Anderson,2023-11-02,9,151.74,1106.2,0.19,227.81,Refunded
ORD-00378,CUST-0052,PROD-0034,Jessica Martinez,2023-08-24,3,438.25,1012.36,0.23,268.15,Cancelled
ORD-00379,CUST-0071,PROD-0015,John Smith,2024-04-15,7,396.02,2467.21,0.11,545.71,Cancelled
ORD-00380,CUST-0105,PROD-0033,Sarah Johnson,2022-06-29,3,118.53,309.35,0.13,62.49,Cancelled
ORD-00381,CUST-0138,PROD-0037,Emily Davis,2024-06-16,15,232.62,2651.9,0.24,713.23,Cancelled
ORD-00382,CUST-0118,PROD-0044,David Wilson,2024-03-05,19,422.08,6255.2,0.22,1529.97,Completed
ORD-00383,CUST-0163,PROD-0015,Jessica Martinez,2023-01-27,8,407.36,2607.12,0.2,583.29,Completed
ORD-00384,CUST-0214,PROD-0017,Jessica Martinez,2023-12-19,3,735.87,1986.86,0.1,645.01,Completed
ORD-00385,CUST-0239,PROD-0012,Michael Brown,2023-07-22,12,703.46,8019.4,0.05,2182.19,Pending
ORD-00386,CUST-0189,PROD-0013,Emily Davis,2023-05-26,8,488.99,3051.32,0.22,494.42,Pending
ORD-00387,CUST-0159,PROD-0023,Ashley Taylor,2024-05-06,4,77.08,299.08,0.03,36.95,Completed
ORD-00388,CUST-0220,PROD-0035,David Wilson,2024-02-22,16,129.61,1887.06,0.09,367.27,Refunded
ORD-00389,CUST-0196,PROD-0033,James Anderson,2022-07-07,8,129.02,836.02,0.19,115.77,Refunded
ORD-00390,CUST-0009,PROD-0033,Ashley Taylor,2023-07-08,6,133.06,710.55,0.11,96.71,Cancelled
ORD-00391,CUST-0003,PROD-0001,David Wilson,2023-12-07,13,337.74,3731.99,0.15,737.56,Pending
ORD-00392,CUST-0068,PROD-0016,James Anderson,2023-07-16,20,46.52,846.63,0.09,131.38,Pending
ORD-00393,CUST-0180,PROD-0049,Michael Brown,2023-03-06,13,403.58,4879.23,0.07,751.24,Pending
ORD-00394,CUST-0026,PROD-0047,Emily Davis,2024-04-13,8,484.02,3330.04,0.14,1188.47,Pending
ORD-00395,CUST-0246,PROD-0048,Jessica Martinez,2024-03-30,1,61.05,58.61,0.04,14.65,Refunded
ORD-00396,CUST-0065,PROD-0036,John Smith,2022-11-04,2,640.41,1152.74,0.1,354.08,Pending
ORD-00397,CUST-0066,PROD-0031,Jessica Martinez,2024-04-13,4,150.08,534.27,0.11,107.07,Cancelled
ORD-00398,CUST-0143,PROD-0017,Emily Davis,2023-07-28,14,769.39,10448.26,0.03,3763.57,Pending
ORD-00399,CUST-0073,PROD-0023,Sarah Johnson,2024-03-10,17,83.56,1250.02,0.12,401.2,Refunded
ORD-00400,CUST-0074,PROD-0030,Jessica Martinez,2023-09-21,5,804.11,3136.04,0.22,916.27,Refunded
ORD-00401,CUST-0157,PROD-0037,Jessica Martinez,2023-10-09,3,249.69,734.1,0.02,149.09,Cancelled
ORD-00402,CUST-0075,PROD-0046,Jessica Martinez,2023-10-31,13,143.96,1740.52,0.07,406.36,Refunded
ORD-00403,CUST-0043,PROD-0012,Sarah Johnson,2023-02-28,5,817.29,3350.91,0.18,1000.6,Pending
ORD-00404,CUST-0102,PROD-0007,James Anderson,2022-06-20,16,159.19,2190.42,0.14,236.37,Completed
ORD-00405,CUST-0068,PROD-0040,David Wilson,2022-04-17,13,27.02,323.14,0.08,56.3,Refunded
ORD-00406,CUST-0033,PROD-0009,Jessica Martinez,2023-10-04,6,792.68,4708.49,0.01,1408.14,Refunded
ORD-00407,CUST-0250,PROD-0035,Michael Brown,2023-04-24,18,128.54,2059.23,0.11,804.88,Refunded
ORD-00408,CUST-0192,PROD-0041,David Wilson,2023-10-09,14,290.68,3540.43,0.13,1033.3,Cancelled
ORD-00409,CUST-0139,PROD-0015,Michael Brown,2023-05-09,15,427.91,5905.1,0.08,1320.74,Cancelled
ORD-00410,CUST-0001,PROD-0034,John Smith,2022-01-11,5,625.49,2845.98,0.09,685.2,Refunded
ORD-00411,CUST-0123,PROD-0020,John Smith,2024-02-13,14,336.68,3770.86,0.2,1052.45,Cancelled
ORD-00412,CUST-0106,PROD-0036,James Anderson,2022-07-13,8,541.04,4155.16,0.04,1334.37,Refunded
ORD-00413,CUST-0068,PROD-0006,David Wilson,2022-08-14,8,527.99,3674.81,0.13,1249.39,Cancelled
ORD-00414,CUST-0191,PROD-0035,Michael Brown,2023-10-27,14,122.74,1632.41,0.05,196.77,Cancelled
ORD-00415,CUST-0164,PROD-0030,Jessica Martinez,2022-04-24,9,799.59,5901.0,0.18,1461.08,Completed
ORD-00416,CUST-0013,PROD-0035,Ashley Taylor,2022-06-05,4,86.52,321.85,0.07,44.26,Completed
ORD-00417,CUST-0024,PROD-0010,Ashley Taylor,2022-08-27,7,518.27,3301.35,0.09,638.72,Cancelled
ORD-00418,CUST-0179,PROD-0003,Sarah Johnson,2023-04-20,5,492.04,2435.61,0.01,810.32,Refunded
ORD-00419,CUST-0050,PROD-0017,Emily Davis,2022-07-05,1,934.75,906.7,0.03,299.61,Refunded
ORD-00420,CUST-0250,PROD-0029,Sarah Johnson,2024-02-29,2,685.32,1302.11,0.05,417.45,Pending
ORD-00421,CUST-0100,PROD-0044,Sarah Johnson,2023-04-30,11,513.22,5419.57,0.04,1725.98,Cancelled
ORD-00422,CUST-0164,PROD-0020,Sarah Johnson,2023-05-08,2,370.89,578.58,0.22,95.66,Pending
ORD-00423,CUST-0112,PROD-0021,Emily Davis,2023-10-11,9,303.08,2318.54,0.15,507.16,Completed
ORD-00424,CUST-0149,PROD-0045,Emily Davis,2022-02-13,20,205.34,3942.59,0.04,1305.94,Pending
ORD-00425,CUST-0024,PROD-0044,Sarah Johnson,2023-05-27,2,450.84,892.66,0.01,261.88,Pending
ORD-00426,CUST-0060,PROD-0021,Emily Davis,2023-05-15,12,459.55,4411.71,0.2,1021.82,Completed
ORD-00427,CUST-0097,PROD-0023,Ashley Taylor,2023-12-07,9,98.85,693.91,0.22,170.42,Cancelled
ORD-00428,CUST-0179,PROD-0032,Ashley Taylor,2023-07-10,6,309.09,1594.92,0.14,314.37,Cancelled
ORD-00429,CUST-0213,PROD-0039,Ashley Taylor,2024-06-07,18,688.36,11894.84,0.04,3084.82,Cancelled
ORD-00430,CUST-0068,PROD-0035,Michael Brown,2024-04-19,1,102.4,82.95,0.19,20.89,Completed
ORD-00431,CUST-0220,PROD-0024,James Anderson,2023-09-27,8,72.6,534.37,0.08,63.59,Pending
ORD-00432,CUST-0175,PROD-0032,Jessica Martinez,2023-06-21,5,396.06,1683.28,0.15,331.24,Completed
ORD-00433,CUST-0134,PROD-0043,Sarah Johnson,2022-04-09,5,65.37,313.76,0.04,34.32,Refunded
ORD-00434,CUST-0026,PROD-0003,David Wilson,2022-07-16,13,546.2,5964.52,0.16,1537.33,Completed
ORD-00435,CUST-0057,PROD-0039,Ashley Taylor,2023-01-11,1,639.52,492.43,0.23,80.08,Completed
ORD-00436,CUST-0206,PROD-0041,Jessica Martinez,2023-04-25,18,203.87,2972.43,0.19,1091.27,Completed
ORD-00437,CUST-0158,PROD-0018,Emily Davis,2024-04-23,3,76.85,182.14,0.21,22.47,Completed
ORD-00438,CUST-0186,PROD-0015,Michael Brown,2022-04-14,7,384.01,2553.68,0.05,758.6,Refunded
ORD-00439,CUST-0028,PROD-0050,James Anderson,2024-02-04,12,83.16,828.26,0.17,257.39,Completed
ORD-00440,CUST-0203,PROD-0012,Ashley Taylor,2022-06-20,17,725.58,11348.14,0.08,1673.32,Cancelled
ORD-00441,CUST-0141,PROD-0021,Jessica Martinez,2022-11-19,14,437.4,4960.17,0.19,1136.75,Pending
ORD-00442,CUST-0140,PROD-0014,Ashley Taylor,2023-07-31,18,149.04,2065.63,0.23,364.02,Refunded
ORD-00443,CUST-0001,PROD-0047,David Wilson,2023-02-11,10,430.48,3659.07,0.15,934.1,Completed
ORD-00444,CUST-0057,PROD-0014,David Wilson,2022-11-04,1,181.13,146.71,0.19,56.19,Pending
ORD-00445,CUST-0010,PROD-0030,Emily Davis,2022-04-07,5,714.92,3324.39,0.07,1219.68,Pending
ORD-00446,CUST-0208,PROD-0020,Sarah Johnson,2022-09-20,13,351.62,3931.07,0.14,649.54,Cancelled
ORD-00447,CUST-0124,PROD-0012,David Wilson,2024-03-22,19,706.99,10746.23,0.2,1382.06,Completed
ORD-00448,CUST-0207,PROD-0037,James Anderson,2024-01-19,2,247.13,380.58,0.23,76.24,Refunded
ORD-00449,CUST-0031,PROD-0050,James Anderson,2024-06-07,20,69.43,1069.29,0.23,310.27,Completed
ORD-00450,CUST-0135,PROD-0003,Emily Davis,2022-11-09,19,489.58,8930.01,0.04,2238.94,Pending
ORD-00451,CUST-0173,PROD-0047,Sarah Johnson,2022-02-21,15,649.54,7891.92,0.19,2151.15,Pending
ORD-00452,CUST-0075,PROD-0026,John Smith,2023-03-19,11,228.93,2467.85,0.02,669.85,Refunded
ORD-00453,CUST-0022,PROD-0026,Emily Davis,2022-09-26,5,269.32,1090.76,0.19,266.45,Refunded
ORD-00454,CUST-0167,PROD-0037,Emily Davis,2023-02-09,20,226.66,3399.86,0.25,874.7,Completed
ORD-00455,CUST-0199,PROD-0028,James Anderson,2022-09-30,19,184.42,3433.87,0.02,1035.4,Cancelled
ORD-00456,CUST-0049,PROD-0021,Jessica Martinez,2022-12-23,1,356.41,288.69,0.19,43.53,Refunded
ORD-00457,CUST-0038,PROD-0029,Sarah Johnson,2023-10-01,8,619.44,4707.75,0.05,998.73,Completed
ORD-00458,CUST-0014,PROD-0016,John Smith,2024-01-28,5,61.38,239.39,0.22,82.84,Cancelled
ORD-00459,CUST-0206,PROD-0008,Emily Davis,2023-12-12,16,683.88,10832.69,0.01,1762.51,Pending
ORD-00460,CUST-0134,PROD-0049,John Smith,2023-07-14,16,383.0,5147.55,0.16,2047.13,Refunded
ORD-00461,CUST-0232,PROD-0043,David Wilson,2023-08-20,9,81.0,699.85,0.04,129.62,Completed
ORD-00462,CUST-0168,PROD-0001,Jessica Martinez,2023-04-22,9,256.68,1917.39,0.17,716.84,Completed
ORD-00463,CUST-0075,PROD-0042,Jessica Martinez,2022-01-20,13,83.52,944.64,0.13,295.58,Refunded
ORD-00464,CUST-0153,PROD-0035,John Smith,2024-06-06,7,89.55,545.38,0.13,129.47,Completed
ORD-00465,CUST-0237,PROD-0034,Jessica Martinez,2022-09-11,16,506.02,7286.71,0.1,1071.89,Cancelled
ORD-00466,CUST-0161,PROD-0020,David Wilson,2022-12-30,17,377.65,5970.62,0.07,708.13,Refunded
ORD-00467,CUST-0008,PROD-0036,Michael Brown,2024-04-14,8,661.78,5082.47,0.04,1876.21,Completed
ORD-00468,CUST-0098,PROD-0034,James Anderson,2024-01-18,20,659.48,10287.89,0.22,3147.65,Pending
ORD-00469,CUST-0040,PROD-0028,Emily Davis,2023-08-10,20,239.15,4400.33,0.08,1155.84,Pending
ORD-00470,CUST-0139,PROD-0044,Michael Brown,2023-08-18,5,483.88,2225.85,0.08,693.44,Refunded
