Product ID,Product Name,Category,Supplier,Purchase Date,Unit Cost,Selling Price,Quantity In Stock,Reorder Level,Warehouse Location,Sales Quantity,Revenue,Profit
PRD-1622,Yoga Mat - Ultra,Sports & Outdoors,FastTrack Logistics,2025-02-15,60.07,150.84,79,32,WH-C1,0,0.0,0.0
PRD-1534,Throw Pillow - Ultra,Home & Garden,TechSupply Co.,2024-12-13,37.58,62.95,262,25,WH-A2,75,4721.25,1902.75
PRD-1753,Binoculars - Pro,Sports & Outdoors,TechSupply Co.,2026-06-10,46.5,76.91,334,86,WH-B1,274,21073.34,8332.34
PRD-1549,Wall Clock - Plus,Home & Garden,Global Traders Inc.,2026-02-25,30.94,70.55,45,28,WH-D1,189,13333.95,7486.29
PRD-1618,Yoga Mat - Standard,Sports & Outdoors,Premium Suppliers,2025-01-06,99.23,177.58,190,72,WH-B1,220,39067.6,17237.0
PRD-1890,Comic Book - Plus,Books,TechSupply Co.,2026-01-21,10.03,23.12,476,63,WH-C1,67,1549.04,877.03
PRD-1356,Olive Oil - Basic,Food & Beverage,Value Wholesalers,2024-12-18,11.68,21.46,88,80,WH-D1,37,794.02,361.86
PRD-1411,Dried Fruits - Basic,Food & Beverage,Prime Distributors,2025-07-19,2.09,3.07,421,100,WH-A1,102,313.14,99.96
PRD-2140,Face Mask - Classic,Health & Beauty,Elite Imports,2026-03-15,13.33,31.89,365,39,WH-C1,73,2327.97,1354.88
PRD-1893,Textbook - Standard,Books,Premium Suppliers,2026-02-05,11.52,34.47,391,39,WH-B2,225,7755.75,5163.75
PRD-1084,Power Bank - Classic,Electronics,Premium Suppliers,2025-01-03,113.22,205.0,381,90,WH-B2,232,47560.0,21292.96
PRD-1754,Binoculars - Ultra,Sports & Outdoors,Prime Distributors,2024-12-07,30.97,46.04,376,38,WH-C2,9,414.36,135.63
PRD-1979,Stuffed Animal - Lite,Toys,Premium Suppliers,2025-10-29,49.08,108.36,139,51,WH-C2,164,17771.04,9721.92
PRD-1761,Mystery Novel - Standard,Books,TechSupply Co.,2026-04-23,22.08,53.68,145,73,WH-A2,243,13044.24,7678.8
PRD-1130,HDMI Cable - Max,Electronics,TechSupply Co.,2025-01-20,37.86,65.96,383,53,WH-B1,190,12532.4,5339.0
PRD-1933,Action Figure - Max,Toys,TechSupply Co.,2026-04-07,12.52,20.26,105,66,WH-C1,149,3018.74,1153.26
PRD-1568,Candle Set - Classic,Home & Garden,FastTrack Logistics,2025-01-08,19.46,36.01,490,98,WH-A2,94,3384.94,1555.7
PRD-1391,Honey - Ultra,Food & Beverage,Elite Imports,2025-07-22,19.64,43.2,498,40,WH-C1,123,5313.6,2897.88
PRD-1372,Pasta Sauce - Max,Food & Beverage,Premium Suppliers,2024-08-12,22.18,47.93,0,68,WH-C2,157,7525.01,4042.75
PRD-1523,Curtain Rod - Ultra,Home & Garden,Value Wholesalers,2024-11-26,16.7,25.85,133,89,WH-D1,276,7134.6,2525.4
PRD-1533,Throw Pillow - Pro,Home & Garden,Elite Imports,2025-03-20,31.35,71.1,331,72,WH-C2,0,0.0,0.0
PRD-1645,Jump Rope - Classic,Sports & Outdoors,FastTrack Logistics,2026-02-18,40.76,76.28,70,31,WH-A2,266,20290.48,9448.32
PRD-2166,Deodorant - Lite,Health & Beauty,FastTrack Logistics,2024-10-13,39.28,70.24,218,81,WH-C2,0,0.0,0.0
PRD-1322,Green Tea - Deluxe,Food & Beverage,Value Wholesalers,2026-07-19,18.21,28.49,385,28,WH-B2,274,7806.26,2816.72
PRD-1077,Webcam HD - Lite,Electronics,Value Wholesalers,2025-03-09,34.52,84.68,325,78,WH-D1,222,18798.96,11135.52
PRD-1723,Basketball - Elite,Sports & Outdoors,Premium Suppliers,2025-07-27,96.45,227.42,148,41,WH-B2,0,0.0,0.0
PRD-1139,Charger Adapter - Classic,Electronics,Premium Suppliers,2026-02-22,160.9,324.24,141,38,WH-D1,276,89490.24,45081.84
PRD-2186,Serum - Max,Health & Beauty,Quality Goods Ltd.,2024-10-17,33.08,82.0,79,77,WH-C1,222,18204.0,10860.24
PRD-1808,History Book - Pro,Books,Premium Suppliers,2024-11-26,23.42,40.37,209,54,WH-A1,284,11465.08,4813.8
PRD-1903,Building Blocks - Premium,Toys,FastTrack Logistics,2025-11-20,48.43,114.56,45,22,WH-A2,83,9508.48,5488.79
PRD-1064,Laptop Stand - Max,Electronics,Global Traders Inc.,2026-02-19,57.78,123.23,361,47,WH-A2,0,0.0,0.0
PRD-1142,Charger Adapter - Plus,Electronics,Elite Imports,2025-07-18,109.95,157.32,257,48,WH-B2,22,3461.04,1042.14
PRD-1535,Throw Pillow - Classic,Home & Garden,TechSupply Co.,2025-11-01,55.73,121.03,207,96,WH-A2,9,1089.27,587.7
PRD-2048,Face Cream - Deluxe,Health & Beauty,Global Traders Inc.,2026-03-06,15.78,39.03,248,79,WH-C2,0,0.0,0.0
PRD-1353,Olive Oil - Premium,Food & Beverage,TechSupply Co.,2024-09-17,22.14,34.63,310,85,WH-D1,200,6926.0,2498.0
PRD-1140,Charger Adapter - Elite,Electronics,FastTrack Logistics,2026-01-26,35.34,82.69,67,21,WH-D1,121,10005.49,5729.35
PRD-1603,Lamp - Max,Home & Garden,Premium Suppliers,2026-02-16,43.57,110.18,64,82,WH-C2,285,31401.3,18983.85
PRD-1821,Biography - Classic,Books,Premium Suppliers,2025-04-27,27.02,65.84,390,63,WH-A2,155,10205.2,6017.1
PRD-1225,Sneakers - Pro,Clothing,Premium Suppliers,2025-09-06,21.67,37.68,263,79,WH-C1,157,5915.76,2513.57
PRD-2084,Sunscreen - Ultra,Health & Beauty,Prime Distributors,2025-03-07,4.06,6.46,356,73,WH-D1,147,949.62,352.8
PRD-1653,Water Bottle - Basic,Sports & Outdoors,Premium Suppliers,2025-06-22,54.23,84.87,98,48,WH-A2,0,0.0,0.0
PRD-1299,Beanie - Standard,Clothing,Value Wholesalers,2024-08-26,50.18,103.88,395,99,WH-A2,126,13088.88,6766.2
PRD-1713,Tennis Racket - Max,Sports & Outdoors,Global Traders Inc.,2025-10-08,87.91,147.89,359,95,WH-D1,162,23958.18,9716.76
PRD-1597,Lamp - Deluxe,Home & Garden,Value Wholesalers,2025-04-26,18.59,51.92,101,78,WH-D1,48,2492.16,1599.84
PRD-1276,Windbreaker - Premium,Clothing,Value Wholesalers,2025-11-04,22.64,55.92,472,77,WH-A2,47,2628.24,1564.16
PRD-1756,Binoculars - Elite,Sports & Outdoors,Global Traders Inc.,2024-11-05,25.36,53.49,418,33,WH-B2,112,5990.88,3150.56
PRD-1044,USB-C Cable - Lite,Electronics,Premium Suppliers,2026-06-13,181.3,281.39,127,33,WH-D1,286,80477.54,28625.74
PRD-1472,LED Bulb - Plus,Home & Garden,TechSupply Co.,2026-02-13,32.81,69.23,253,41,WH-C2,0,0.0,0.0
PRD-1810,History Book - Classic,Books,TechSupply Co.,2025-09-17,25.53,51.71,286,79,WH-D1,1,51.71,26.18
PRD-1343,Mixed Nuts - Standard,Food & Beverage,TechSupply Co.,2024-10-20,20.03,35.41,63,40,WH-A1,0,0.0,0.0
PRD-1136,Charger Adapter - Basic,Electronics,Premium Suppliers,2024-10-01,81.35,144.62,97,35,WH-C1,232,33551.84,14678.64
PRD-1559,Picture Frame - Max,Home & Garden,Premium Suppliers,2025-07-27,33.41,50.54,426,53,WH-B2,47,2375.38,805.11
PRD-1079,Power Bank - Standard,Electronics,Value Wholesalers,2024-11-24,64.65,150.12,425,31,WH-D1,230,34527.6,19658.1
PRD-1718,Basketball - Deluxe,Sports & Outdoors,Elite Imports,2025-07-25,30.32,57.9,3,93,WH-B2,121,7005.9,3337.18
PRD-1185,Running Shoes - Max,Clothing,Prime Distributors,2025-05-02,14.6,41.84,418,77,WH-D1,13,543.92,354.12
PRD-1775,Cookbook - Pro,Books,Value Wholesalers,2025-02-04,16.21,48.53,302,80,WH-D1,142,6891.26,4589.44
PRD-1179,Running Shoes - Deluxe,Clothing,TechSupply Co.,2025-08-13,71.1,172.56,305,68,WH-C2,92,15875.52,9334.32
PRD-1614,Mirror - Max,Home & Garden,FastTrack Logistics,2026-06-12,45.39,117.32,39,47,WH-C1,49,5748.68,3524.57
PRD-1248,Hoodie - Ultra,Clothing,FastTrack Logistics,2025-10-04,54.5,155.97,45,93,WH-B1,19,2963.43,1927.93
PRD-1737,Fishing Rod - Lite,Sports & Outdoors,TechSupply Co.,2026-04-20,15.12,31.95,457,47,WH-C1,62,1980.9,1043.46
PRD-2059,Shampoo - Deluxe,Health & Beauty,Prime Distributors,2026-04-17,25.6,71.06,356,69,WH-B1,68,4832.08,3091.28
PRD-1850,Art Book - Deluxe,Books,FastTrack Logistics,2024-08-10,15.68,25.58,162,68,WH-A1,165,4220.7,1633.5
PRD-2046,Face Cream - Premium,Health & Beauty,Value Wholesalers,2026-02-05,13.1,28.27,236,23,WH-B2,0,0.0,0.0
PRD-1434,Coconut Water - Pro,Food & Beverage,Quality Goods Ltd.,2024-09-24,11.42,16.17,399,21,WH-B1,67,1083.39,318.25
PRD-2063,Shampoo - Classic,Health & Beauty,TechSupply Co.,2025-07-05,21.95,38.69,192,46,WH-A2,121,4681.49,2025.54
PRD-1891,Comic Book - Lite,Books,Global Traders Inc.,2024-07-26,17.32,31.15,59,60,WH-B1,0,0.0,0.0
PRD-1974,Stuffed Animal - Ultra,Toys,Premium Suppliers,2026-02-01,40.19,81.89,216,91,WH-C1,0,0.0,0.0
PRD-1823,Biography - Max,Books,Prime Distributors,2025-05-14,21.65,58.4,39,22,WH-A1,220,12848.0,8085.0
PRD-1868,Poetry Collection - Plus,Books,Elite Imports,2025-07-05,21.89,38.49,279,74,WH-C1,126,4849.74,2091.6
PRD-1040,USB-C Cable - Classic,Electronics,FastTrack Logistics,2024-11-11,53.97,92.37,351,53,WH-B1,128,11823.36,4915.2
PRD-1031,Bluetooth Speaker - Max,Electronics,Prime Distributors,2025-09-23,55.27,75.73,376,89,WH-A2,0,0.0,0.0
PRD-1243,Hoodie - Premium,Clothing,Value Wholesalers,2025-08-04,76.73,207.7,148,25,WH-B2,40,8308.0,5238.8
PRD-1416,Dried Fruits - Max,Food & Beverage,TechSupply Co.,2025-06-22,20.82,36.12,274,80,WH-D1,120,4334.4,1836.0
PRD-1137,Charger Adapter - Pro,Electronics,Global Traders Inc.,2025-12-18,133.72,269.66,10,26,WH-C2,124,33437.84,16856.56
PRD-2005,Card Game - Basic,Toys,TechSupply Co.,2025-08-05,13.79,23.45,465,45,WH-B2,174,4080.3,1680.84
PRD-1410,Dried Fruits - Deluxe,Food & Beverage,FastTrack Logistics,2025-10-08,8.84,13.05,201,93,WH-C2,251,3275.55,1056.71
PRD-1004,Wireless Headphones - Basic,Electronics,FastTrack Logistics,2025-12-15,192.08,327.29,47,68,WH-A2,0,0.0,0.0
PRD-1443,Rice Crackers - Deluxe,Food & Beverage,Premium Suppliers,2026-04-23,7.11,11.22,446,59,WH-C2,169,1896.18,694.59
PRD-2104,Lip Balm - Basic,Health & Beauty,FastTrack Logistics,2025-09-29,7.16,11.57,379,95,WH-A1,59,682.63,260.19
PRD-2067,Shampoo - Lite,Health & Beauty,Elite Imports,2026-07-17,6.33,13.54,488,44,WH-C2,0,0.0,0.0
PRD-1539,Throw Pillow - Lite,Home & Garden,Value Wholesalers,2026-02-20,38.3,66.28,461,98,WH-D1,272,18028.16,7610.56
PRD-1803,Science Fiction - Lite,Books,Quality Goods Ltd.,2025-10-12,8.28,14.22,434,77,WH-D1,44,625.68,261.36
PRD-1678,Hiking Boots - Classic,Sports & Outdoors,TechSupply Co.,2024-10-21,81.71,186.7,106,98,WH-B2,211,39393.7,22152.89
PRD-1429,Energy Drink - Lite,Food & Beverage,Prime Distributors,2025-09-08,18.32,31.56,399,87,WH-A1,14,441.84,185.36
PRD-1355,Olive Oil - Deluxe,Food & Beverage,Elite Imports,2024-11-22,3.63,7.66,6,66,WH-C2,67,513.22,270.01
PRD-2175,Eye Cream - Max,Health & Beauty,Elite Imports,2026-03-25,36.79,58.42,214,87,WH-C2,257,15013.94,5558.91
PRD-1494,Plant Pot - Plus,Home & Garden,Value Wholesalers,2024-08-21,22.2,49.23,6,52,WH-D1,226,11125.98,6108.78
PRD-1101,Keyboard - Standard,Electronics,Value Wholesalers,2025-03-07,194.28,362.14,209,62,WH-C2,53,19193.42,8896.58
PRD-1627,Yoga Mat - Lite,Sports & Outdoors,Quality Goods Ltd.,2024-09-23,86.45,217.37,324,100,WH-C2,156,33909.72,20423.52
PRD-1480,Garden Hose - Classic,Home & Garden,TechSupply Co.,2025-03-06,12.72,30.93,369,72,WH-A2,100,3093.0,1821.0
PRD-1583,Vase - Lite,Home & Garden,Premium Suppliers,2025-08-24,52.53,110.7,445,89,WH-D1,280,30996.0,16287.6
PRD-1846,Travel Guide - Plus,Books,Premium Suppliers,2025-10-05,11.65,19.1,23,36,WH-D1,178,3399.8,1326.1
PRD-1507,Storage Box - Premium,Home & Garden,Global Traders Inc.,2024-08-20,13.46,28.23,169,24,WH-C2,0,0.0,0.0
PRD-1498,Door Mat - Deluxe,Home & Garden,Premium Suppliers,2024-07-27,56.56,87.78,475,61,WH-B2,154,13518.12,4807.88
PRD-2182,Serum - Pro,Health & Beauty,Global Traders Inc.,2024-09-27,16.51,37.75,188,61,WH-A1,0,0.0,0.0
PRD-1228,Sneakers - Elite,Clothing,Global Traders Inc.,2026-03-08,71.54,185.38,391,71,WH-B2,205,38002.9,23337.2
PRD-1995,Science Kit - Pro,Toys,Quality Goods Ltd.,2024-11-16,32.88,74.44,320,77,WH-A1,43,3200.92,1787.08
PRD-1716,Basketball - Premium,Sports & Outdoors,TechSupply Co.,2025-03-12,69.21,177.87,69,30,WH-A2,212,37708.44,23035.92
PRD-1950,Remote Control Car - Basic,Toys,Quality Goods Ltd.,2025-08-22,28.24,47.8,398,66,WH-A1,75,3585.0,1467.0
PRD-1364,Pasta Sauce - Premium,Food & Beverage,FastTrack Logistics,2024-12-10,16.43,29.52,261,66,WH-C2,0,0.0,0.0
PRD-1067,Webcam HD - Premium,Electronics,Quality Goods Ltd.,2025-12-11,65.49,123.3,199,63,WH-B2,207,25523.1,11966.67
PRD-1068,Webcam HD - Standard,Electronics,Prime Distributors,2025-04-01,185.12,458.52,273,23,WH-D1,288,132053.76,78739.2
PRD-1969,Stuffed Animal - Premium,Toys,Premium Suppliers,2026-06-26,37.1,66.71,50,60,WH-A2,165,11007.15,4885.65
PRD-1212,Yoga Pants - Deluxe,Clothing,Premium Suppliers,2025-01-05,17.34,49.01,33,59,WH-B2,245,12007.45,7759.15
PRD-1013,Smart Watch - Standard,Electronics,Prime Distributors,2025-03-05,31.82,43.17,56,39,WH-C1,216,9324.72,2451.6
PRD-1479,Garden Hose - Ultra,Home & Garden,TechSupply Co.,2025-07-25,50.64,139.45,149,90,WH-B1,54,7530.3,4795.74
PRD-1986,Art Kit - Classic,Toys,Value Wholesalers,2025-10-12,30.61,61.04,282,44,WH-A1,289,17640.56,8794.27
PRD-1300,Beanie - Deluxe,Clothing,Global Traders Inc.,2025-10-22,19.1,49.04,324,39,WH-A1,162,7944.48,4850.28
PRD-1436,Coconut Water - Classic,Food & Beverage,Value Wholesalers,2025-07-31,12.56,19.78,154,86,WH-B2,203,4015.34,1465.66
PRD-2069,Toothpaste - Standard,Health & Beauty,Value Wholesalers,2025-04-01,15.21,37.08,125,74,WH-C2,127,4709.16,2777.49
PRD-2064,Shampoo - Elite,Health & Beauty,Elite Imports,2025-08-21,8.83,16.89,402,25,WH-C2,212,3580.68,1708.72
PRD-1712,Tennis Racket - Elite,Sports & Outdoors,FastTrack Logistics,2025-07-10,91.1,233.35,0,91,WH-A1,183,42703.05,26031.75
PRD-2079,Sunscreen - Premium,Health & Beauty,Prime Distributors,2025-11-12,25.68,70.29,430,40,WH-B1,0,0.0,0.0
PRD-1482,Garden Hose - Max,Home & Garden,TechSupply Co.,2024-09-03,37.38,93.59,230,78,WH-C2,258,24146.22,14502.18
PRD-1406,Dark Chocolate - Plus,Food & Beverage,Prime Distributors,2026-05-09,20.38,29.08,10,60,WH-B2,53,1541.24,461.1
PRD-1702,Swim Goggles - Max,Sports & Outdoors,Global Traders Inc.,2026-03-30,41.63,81.32,87,56,WH-B2,294,23908.08,11668.86
PRD-1431,Coconut Water - Standard,Food & Beverage,FastTrack Logistics,2025-04-04,13.62,25.99,63,23,WH-B1,250,6497.5,3092.5
PRD-2109,Lip Balm - Max,Health & Beauty,Global Traders Inc.,2024-07-30,24.66,57.22,110,83,WH-B1,192,10986.24,6251.52
PRD-2091,Vitamins - Standard,Health & Beauty,Value Wholesalers,2025-07-09,28.55,55.56,161,50,WH-B1,204,11334.24,5510.04
PRD-1428,Energy Drink - Plus,Food & Beverage,Quality Goods Ltd.,2025-12-19,23.01,39.71,248,86,WH-B2,28,1111.88,467.6
PRD-1274,Polo Shirt - Plus,Clothing,Value Wholesalers,2025-09-19,35.11,92.4,242,50,WH-A2,153,14137.2,8765.37
PRD-1784,Self-Help Guide - Deluxe,Books,Value Wholesalers,2025-04-03,19.72,41.64,89,91,WH-B1,287,11950.68,6291.04
PRD-1238,Dress Shirt - Classic,Clothing,Value Wholesalers,2024-11-04,74.28,208.67,376,27,WH-C1,265,55297.55,35613.35
PRD-2071,Toothpaste - Basic,Health & Beauty,Premium Suppliers,2025-07-02,10.04,20.82,258,98,WH-B2,79,1644.78,851.62
PRD-1003,Wireless Headphones - Deluxe,Electronics,Value Wholesalers,2025-04-20,124.01,281.67,3,40,WH-A2,174,49010.58,27432.84
PRD-1007,Wireless Headphones - Classic,Electronics,TechSupply Co.,2025-12-02,158.02,392.25,437,49,WH-C2,194,76096.5,45440.62
PRD-1312,Organic Coffee - Basic,Food & Beverage,Value Wholesalers,2025-07-02,3.7,8.11,245,94,WH-D1,259,2100.49,1142.19
PRD-2012,Card Game - Lite,Toys,Quality Goods Ltd.,2026-01-04,5.97,13.99,466,32,WH-A2,0,0.0,0.0
PRD-2181,Serum - Basic,Health & Beauty,Prime Distributors,2026-03-09,13.74,34.73,328,51,WH-B1,107,3716.11,2245.93
PRD-1910,Building Blocks - Elite,Toys,Quality Goods Ltd.,2025-05-12,18.3,28.32,39,25,WH-C1,261,7391.52,2615.22
PRD-1216,Yoga Pants - Classic,Clothing,Prime Distributors,2024-07-27,24.23,70.78,265,56,WH-B1,128,9059.84,5958.4
PRD-1359,Olive Oil - Classic,Food & Beverage,Prime Distributors,2026-04-29,9.13,16.52,104,39,WH-B1,200,3304.0,1478.0
PRD-1028,Bluetooth Speaker - Ultra,Electronics,Global Traders Inc.,2024-09-24,199.87,460.35,496,31,WH-A1,121,55702.35,31518.08
PRD-2147,Hand Sanitizer - Deluxe,Health & Beauty,TechSupply Co.,2025-05-14,29.29,72.48,125,87,WH-C2,21,1522.08,906.99
PRD-1840,Travel Guide - Basic,Books,Premium Suppliers,2025-09-16,19.79,34.33,39,86,WH-A2,238,8170.54,3460.52
PRD-1867,Poetry Collection - Max,Books,Value Wholesalers,2026-02-26,5.88,11.17,140,76,WH-A2,28,312.76,148.12
PRD-2027,Play Dough - Basic,Toys,FastTrack Logistics,2025-09-20,17.68,32.65,206,71,WH-A1,6,195.9,89.82
PRD-1555,Picture Frame - Pro,Home & Garden,Quality Goods Ltd.,2026-01-05,30.01,60.77,2,53,WH-C1,259,15739.43,7966.84
PRD-1439,Coconut Water - Plus,Food & Beverage,FastTrack Logistics,2026-02-20,13.9,22.13,29,96,WH-A2,163,3607.19,1341.49
PRD-1722,Basketball - Classic,Sports & Outdoors,FastTrack Logistics,2026-05-30,91.32,186.48,5,80,WH-C1,240,44755.2,22838.4
PRD-1527,Curtain Rod - Plus,Home & Garden,Premium Suppliers,2025-12-11,46.88,84.44,135,67,WH-A1,105,8866.2,3943.8
PRD-2090,Vitamins - Premium,Health & Beauty,TechSupply Co.,2024-11-13,22.72,62.5,136,82,WH-B2,172,10750.0,6842.16
PRD-1839,Travel Guide - Deluxe,Books,Prime Distributors,2026-04-13,22.92,63.32,255,23,WH-A1,195,12347.4,7878.0
PRD-1257,Cargo Shorts - Basic,Clothing,Premium Suppliers,2025-12-09,23.78,40.43,78,78,WH-C1,191,7722.13,3180.15
PRD-1292,Athletic Socks - Ultra,Clothing,TechSupply Co.,2025-06-03,35.31,82.24,28,21,WH-A1,42,3454.08,1971.06
PRD-1026,Bluetooth Speaker - Basic,Electronics,Global Traders Inc.,2025-06-06,149.72,338.47,55,51,WH-A1,274,92740.78,51717.5
PRD-1337,Protein Bars - Classic,Food & Beverage,Prime Distributors,2025-05-28,23.13,50.75,443,36,WH-D1,67,3400.25,1850.54
PRD-1707,Tennis Racket - Deluxe,Sports & Outdoors,Elite Imports,2025-01-01,18.79,36.34,157,71,WH-B1,0,0.0,0.0
PRD-1048,Phone Case - Basic,Electronics,Quality Goods Ltd.,2024-09-16,50.73,85.93,442,28,WH-A1,142,12202.06,4998.4
PRD-1319,Organic Coffee - Lite,Food & Beverage,Premium Suppliers,2025-09-19,3.03,5.96,11,63,WH-A1,84,500.64,246.12
PRD-1107,Keyboard - Elite,Electronics,Prime Distributors,2025-09-28,109.14,177.69,427,81,WH-B2,124,22033.56,8500.2
PRD-1056,Laptop Stand - Premium,Electronics,Elite Imports,2025-04-27,139.99,267.86,406,41,WH-B2,145,38839.7,18541.15
PRD-1514,Storage Box - Elite,Home & Garden,Quality Goods Ltd.,2025-08-05,16.65,44.58,435,85,WH-C2,94,4190.52,2625.42
PRD-1214,Yoga Pants - Pro,Clothing,Elite Imports,2025-02-09,32.81,92.42,399,90,WH-C2,93,8595.06,5543.73
PRD-1121,Monitor Stand - Lite,Electronics,FastTrack Logistics,2025-01-10,44.23,80.94,176,95,WH-C2,217,17563.98,7966.07
PRD-1553,Picture Frame - Deluxe,Home & Garden,FastTrack Logistics,2025-06-09,24.42,49.17,300,45,WH-D1,35,1720.95,866.25
PRD-1917,Board Game - Basic,Toys,Prime Distributors,2026-07-09,13.59,31.47,356,44,WH-A2,107,3367.29,1913.16
PRD-1940,Puzzle Set - Pro,Toys,TechSupply Co.,2024-10-05,11.79,24.46,500,100,WH-C2,266,6506.36,3370.22
PRD-1073,Webcam HD - Classic,Electronics,Quality Goods Ltd.,2024-08-06,62.41,108.76,310,97,WH-B2,58,6308.08,2688.3
PRD-1595,Lamp - Premium,Home & Garden,TechSupply Co.,2026-05-02,51.4,140.69,28,54,WH-B1,36,5064.84,3214.44
PRD-1734,Fishing Rod - Elite,Sports & Outdoors,Global Traders Inc.,2024-09-21,62.58,122.24,345,50,WH-B1,99,12101.76,5906.34
PRD-1831,Children Story - Ultra,Books,Global Traders Inc.,2026-04-02,17.03,39.07,184,56,WH-B2,20,781.4,440.8
PRD-1554,Picture Frame - Basic,Home & Garden,Global Traders Inc.,2025-10-05,44.94,100.07,298,64,WH-C1,141,14109.87,7773.33
PRD-1874,Technical Manual - Pro,Books,Global Traders Inc.,2025-03-07,15.72,34.24,430,62,WH-D1,51,1746.24,944.52
PRD-2008,Card Game - Classic,Toys,Quality Goods Ltd.,2025-11-30,25.99,44.52,246,62,WH-C2,192,8547.84,3557.76
PRD-1543,Wall Clock - Basic,Home & Garden,FastTrack Logistics,2025-01-13,27.48,47.97,363,20,WH-C1,60,2878.2,1229.4
PRD-1552,Picture Frame - Standard,Home & Garden,Quality Goods Ltd.,2026-01-31,42.07,82.78,335,20,WH-C1,44,3642.32,1791.24
PRD-1412,Dried Fruits - Pro,Food & Beverage,Global Traders Inc.,2025-12-24,5.93,9.69,41,80,WH-A1,157,1521.33,590.32
PRD-1733,Fishing Rod - Classic,Sports & Outdoors,Global Traders Inc.,2024-10-09,41.84,100.96,312,54,WH-C1,136,13730.56,8040.32
PRD-2011,Card Game - Plus,Toys,TechSupply Co.,2026-01-02,17.78,30.56,134,42,WH-A2,283,8648.48,3616.74
PRD-1906,Building Blocks - Basic,Toys,Quality Goods Ltd.,2025-04-23,44.84,88.62,288,96,WH-B2,216,19141.92,9456.48
PRD-1317,Organic Coffee - Max,Food & Beverage,Elite Imports,2025-09-24,11.57,25.1,59,38,WH-A1,175,4392.5,2367.75
PRD-2134,Face Mask - Premium,Health & Beauty,Prime Distributors,2026-02-16,15.39,38.85,194,23,WH-B2,126,4895.1,2955.96
PRD-1813,History Book - Plus,Books,Global Traders Inc.,2025-07-18,18.69,44.7,444,53,WH-C1,243,10862.1,6320.43
PRD-1520,Curtain Rod - Deluxe,Home & Garden,FastTrack Logistics,2025-07-20,12.39,30.39,449,81,WH-D1,183,5561.37,3294.0
PRD-2041,Kite - Classic,Toys,Premium Suppliers,2025-03-08,25.71,53.38,377,31,WH-C1,233,12437.54,6447.11
PRD-1414,Dried Fruits - Classic,Food & Beverage,Value Wholesalers,2026-01-13,12.25,19.73,238,53,WH-B1,137,2703.01,1024.76
PRD-1537,Throw Pillow - Max,Home & Garden,Prime Distributors,2024-12-04,50.12,87.03,337,85,WH-D1,175,15230.25,6459.25
PRD-1061,Laptop Stand - Ultra,Electronics,Premium Suppliers,2025-04-26,128.34,277.62,258,74,WH-D1,280,77733.6,41798.4
PRD-2126,Hair Oil - Basic,Health & Beauty,Elite Imports,2025-09-05,8.43,14.06,105,40,WH-D1,0,0.0,0.0
PRD-1093,Mouse Pad - Pro,Electronics,Global Traders Inc.,2025-12-23,130.72,211.45,41,40,WH-D1,282,59628.9,22765.86
PRD-2152,Hand Sanitizer - Elite,Health & Beauty,TechSupply Co.,2024-10-29,34.54,54.39,3,98,WH-B2,152,8267.28,3017.2
PRD-1382,Granola - Elite,Food & Beverage,Global Traders Inc.,2026-04-10,20.49,30.98,6,27,WH-B2,113,3500.74,1185.37
PRD-1352,Mixed Nuts - Lite,Food & Beverage,Value Wholesalers,2025-05-10,9.23,13.95,141,30,WH-B1,145,2022.75,684.4
PRD-1915,Board Game - Standard,Toys,Value Wholesalers,2026-07-05,5.26,8.5,87,81,WH-C1,207,1759.5,670.68
PRD-1281,Windbreaker - Ultra,Clothing,Elite Imports,2026-04-14,65.8,170.0,389,60,WH-B2,189,32130.0,19693.8
PRD-1540,Wall Clock - Premium,Home & Garden,Global Traders Inc.,2025-03-17,41.27,110.3,276,20,WH-A1,220,24266.0,15186.6
PRD-1360,Olive Oil - Elite,Food & Beverage,Global Traders Inc.,2024-08-07,12.06,26.08,122,27,WH-B1,222,5789.76,3112.44
PRD-1828,Children Story - Deluxe,Books,TechSupply Co.,2025-12-13,22.33,65.87,87,88,WH-C1,0,0.0,0.0
PRD-1988,Art Kit - Max,Toys,FastTrack Logistics,2024-08-28,6.04,14.92,347,88,WH-A2,286,4267.12,2539.68
PRD-1463,LED Bulb - Premium,Home & Garden,Global Traders Inc.,2026-01-26,53.08,138.43,184,60,WH-D1,59,8167.37,5035.65
PRD-1714,Tennis Racket - Plus,Sports & Outdoors,Value Wholesalers,2025-06-28,49.17,81.3,88,80,WH-B2,284,23089.2,9124.92
PRD-1183,Running Shoes - Classic,Clothing,Prime Distributors,2025-12-31,65.69,112.17,128,26,WH-D1,190,21312.3,8831.2
PRD-1632,Dumbbells - Pro,Sports & Outdoors,Quality Goods Ltd.,2024-10-31,99.74,202.38,124,29,WH-C1,220,44523.6,22580.8
PRD-1674,Hiking Boots - Deluxe,Sports & Outdoors,Premium Suppliers,2025-05-26,57.22,127.89,313,27,WH-C1,270,34530.3,19080.9
PRD-1111,Monitor Stand - Premium,Electronics,Elite Imports,2026-01-11,196.44,311.67,196,49,WH-B1,210,65450.7,24198.3
PRD-1371,Pasta Sauce - Elite,Food & Beverage,Quality Goods Ltd.,2025-01-10,19.49,31.11,3,72,WH-C2,0,0.0,0.0
